frame,site,drive,pose,landing_x,landing_y,landing_z,northing,easting,planetocentric_latitude,planetodetic_latitude,longitude,elevation,map_pixel_line,map_pixel_sample,dem_pixel_line,dem_pixel_sample,roll,pitch,yaw,quat_s,quat_v1,quat_v2,quat_v3,areoid,radius,sclk,sol
SITE,1,-1,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394507.076,3391937.166,0,-1
ROVER,1,44,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,-9999.000,-9999.000,-9999.000,-9999.000000000,-9999.000000000,-9999.000000000,-9999.000000000,3394507.076,3391937.166,666952977,0
ROVER,1,52,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,-9999.000,-9999.000,-9999.000,-9999.000000000,-9999.000000000,-9999.000000000,-9999.000000000,3394507.076,3391937.166,666957070,0
SITE,2,-1,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394507.076,3391937.166,667751496,9
SITE,3,-1,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,3394507.076,3391937.166,667754529,9
ROVER,3,4,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,-1.226,-0.065,132.863,0.399828880,-0.003754494,-0.010035913,0.916527150,3394507.076,3391937.166,668099171,13
ROVER,3,8,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,-1.255,-0.059,132.876,0.399724600,-0.003904239,-0.010247153,0.916569700,3394507.076,3391937.166,668099186,13
ROVER,3,12,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,-1.259,-0.070,132.870,0.399770860,-0.003835045,-0.010314150,0.916549000,3394507.076,3391937.166,668099342,13
ROVER,3,16,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,-1.218,-0.099,132.856,0.399885200,-0.003456193,-0.010085530,0.916503250,3394507.076,3391937.166,668099350,13
ROVER,3,20,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,-1.171,-0.016,132.932,0.399272440,-0.003950012,-0.009422705,0.916775400,3394507.076,3391937.166,668099510,13
ROVER,3,24,-1,0.000,0.000,0.000,1093299.695,4354494.086,18.444627146,18.346169209,77.450885729,-2569.910,5401.22,13656.34,1350.30,3414.09,-1.220,0.050,132.996,0.398752660,-0.004642136,-0.009590789,0.916996600,3394507.076,3391937.166,668099522,13
ROVER,3,34,-1,-0.592,0.634,-0.004,1093299.103,4354494.720,18.444617166,18.346169209,77.450897013,-2569.906,5403.59,13658.88,1350.90,3414.72,-1.547,1.073,133.171,0.397211880,-0.013953920,-0.008668058,0.917579900,3394507.076,3391937.171,668186728,14
ROVER,3,38,-1,-0.592,0.634,-0.004,1093299.103,4354494.720,18.444617166,18.346169209,77.450897013,-2569.906,5403.59,13658.88,1350.90,3414.72,-1.523,1.069,133.162,0.397283600,-0.013838987,-0.008484938,0.917552300,3394507.076,3391937.171,668186739,14
ROVER,3,44,-1,-1.250,1.336,-0.004,1093298.445,4354495.422,18.444606063,18.346169209,77.450909495,-2569.906,5406.22,13661.69,1351.55,3415.42,-1.715,0.269,132.834,0.400002100,-0.008141161,-0.012771733,0.916389050,3394507.081,3391937.175,668187227,14
ROVER,3,50,-1,-1.911,2.035,-0.016,1093297.784,4354496.121,18.444594908,18.346169209,77.450921922,-2569.894,5408.86,13664.48,1352.22,3416.12,-2.131,0.489,133.643,0.393455330,-0.011243025,-0.015410915,0.919145800,3394507.081,3391937.187,668187325,14
ROVER,3,56,-1,-2.578,2.728,-0.019,1093297.117,4354496.814,18.444583649,18.346169209,77.450934248,-2569.891,5411.53,13667.26,1352.88,3416.81,-2.526,0.546,134.226,0.388716340,-0.012962899,-0.018456856,0.921081360,3394507.078,3391937.187,668187391,14
ROVER,3,62,-1,-2.645,2.797,-0.019,1093297.050,4354496.883,18.444582516,18.346169209,77.450935473,-2569.891,5411.80,13667.53,1352.95,3416.88,-2.345,0.180,134.096,0.389849400,-0.009421306,-0.018227832,0.920650000,3394507.078,3391937.187,668187437,14
ROVER,3,68,-1,-2.645,2.797,-0.019,1093297.050,4354496.883,18.444582516,18.346169209,77.450935473,-2569.891,5411.80,13667.53,1352.95,3416.88,-2.200,-1.246,104.310,0.613543450,-0.003191974,-0.021831129,0.789352660,3394507.078,3391937.187,668187498,14
ROVER,3,74,-1,-2.645,2.797,-0.019,1093297.050,4354496.883,18.444582516,18.346169209,77.450935473,-2569.891,5411.80,13667.53,1352.95,3416.88,-1.596,-2.436,74.280,0.797084300,0.001736058,-0.025353165,0.603333100,3394507.078,3391937.187,668187564,14
ROVER,3,80,-1,-2.645,2.797,-0.019,1093297.050,4354496.883,18.444582516,18.346169209,77.450935473,-2569.891,5411.80,13667.53,1352.95,3416.88,-1.209,-2.967,44.437,0.925490440,0.000026722,-0.027954888,0.377738000,3394507.078,3391937.187,668187618,14
ROVER,3,86,-1,-2.645,2.797,-0.019,1093297.050,4354496.883,18.444582516,18.346169209,77.450935473,-2569.891,5411.80,13667.53,1352.95,3416.88,0.554,-2.601,14.444,0.991785500,0.007646182,-0.021907942,0.125789880,3394507.078,3391937.187,668187679,14
ROVER,3,92,-1,-2.645,2.797,-0.019,1093297.050,4354496.883,18.444582516,18.346169209,77.450935473,-2569.891,5411.80,13667.53,1352.95,3416.88,2.126,-1.357,-15.513,0.990639700,0.016783023,-0.014233384,-0.134717330,3394507.078,3391937.187,668187741,14
ROVER,3,98,-1,-3.575,3.043,-0.044,1093296.120,4354497.129,18.444566834,18.346169209,77.450939860,-2569.866,5415.52,13668.52,1353.88,3417.13,2.160,-1.306,-15.320,0.990864340,0.017156336,-0.013805255,-0.133052290,3394507.086,3391937.220,668187807,14
ROVER,3,104,-1,-4.502,3.302,-0.046,1093295.193,4354497.388,18.444551202,18.346169209,77.450944463,-2569.864,5419.23,13669.55,1354.81,3417.39,1.928,-0.007,-15.558,0.990657900,0.016663590,-0.002336483,-0.135328220,3394507.086,3391937.222,668187873,14
ROVER,3,110,-1,-4.965,3.431,-0.048,1093294.730,4354497.517,18.444543383,18.346169209,77.450946754,-2569.862,5421.08,13670.07,1355.27,3417.52,0.865,-0.394,-15.111,0.991286800,0.007032753,-0.004397844,-0.131459680,3394507.093,3391937.232,668187928,14
ROVER,3,116,-1,-4.965,3.431,-0.048,1093294.730,4354497.517,18.444543383,18.346169209,77.450946754,-2569.862,5421.08,13670.07,1355.27,3417.52,2.023,0.095,-2.856,0.999533000,0.017667131,0.000391953,-0.024929253,3394507.093,3391937.232,668275262,15
ROVER,3,122,-1,-4.001,3.369,-0.049,1093295.694,4354497.455,18.444559654,18.346169209,77.450945653,-2569.861,5417.22,13669.82,1354.31,3417.46,2.062,-0.519,-4.724,0.998981830,0.017794177,-0.005267687,-0.041120140,3394507.086,3391937.225,668275301,15
ROVER,3,128,-1,-3.036,3.307,-0.036,1093296.659,4354497.393,18.444575924,18.346169209,77.450944557,-2569.874,5413.36,13669.57,1353.34,3417.39,1.915,-1.727,-4.344,0.999038000,0.016126411,-0.015694266,-0.037639588,3394507.086,3391937.212,668275329,15
ROVER,3,134,-1,-2.072,3.248,-0.009,1093297.623,4354497.334,18.444592191,18.346169209,77.450943498,-2569.901,5409.51,13669.34,1352.38,3417.33,1.211,-1.406,-4.237,0.999190400,0.010108424,-0.012647660,-0.036829736,3394507.078,3391937.177,668275358,15
ROVER,3,140,-1,-1.108,3.188,0.010,1093298.587,4354497.274,18.444608461,18.346169209,77.450942432,-2569.920,5405.65,13669.10,1351.41,3417.27,0.699,-1.188,-4.761,0.999067500,0.005667527,-0.010608523,-0.041466180,3394507.078,3391937.159,668275387,15
ROVER,3,146,-1,-0.144,3.116,0.022,1093299.551,4354497.202,18.444624719,18.346169209,77.450941151,-2569.932,5401.80,13668.81,1350.45,3417.20,0.452,-1.015,-5.445,0.998826100,0.003522892,-0.009033065,-0.047459760,3394507.071,3391937.138,668275415,15
ROVER,3,152,-1,0.819,3.036,0.025,1093300.514,4354497.122,18.444640967,18.346169209,77.450939737,-2569.935,5397.94,13668.49,1349.49,3417.12,0.444,-0.531,-5.626,0.998777570,0.003641781,-0.004817084,-0.049060140,3394507.071,3391937.136,668275444,15
ROVER,3,158,-1,1.782,2.953,0.027,1093301.477,4354497.039,18.444657210,18.346169209,77.450938249,-2569.937,5394.09,13668.16,1348.52,3417.04,-0.333,0.239,-5.614,0.998794000,-0.002801046,0.002229425,-0.048966568,3394507.063,3391937.126,668275473,15
ROVER,3,164,-1,2.745,2.876,0.006,1093302.440,4354496.962,18.444673457,18.346169209,77.450936891,-2569.916,5390.24,13667.85,1347.56,3416.96,0.024,1.428,-5.143,0.998915200,0.000767126,0.012436251,-0.044868458,3394507.055,3391937.139,668275503,15
ROVER,3,170,-1,3.708,2.805,-0.021,1093303.403,4354496.891,18.444689710,18.346169209,77.450935627,-2569.889,5386.39,13667.57,1346.60,3416.89,0.822,0.126,-4.334,0.999258100,0.007213375,0.000826928,-0.037823003,3394507.055,3391937.166,668275533,15
ROVER,3,176,-1,4.673,2.821,-0.005,1093304.368,4354496.907,18.444705990,18.346169209,77.450935904,-2569.905,5382.53,13667.63,1345.63,3416.91,0.459,-1.622,4.971,0.998948500,0.004618988,-0.013966502,0.043421954,3394507.047,3391937.142,668275570,15
ROVER,3,182,-1,4.673,2.821,-0.005,1093304.368,4354496.907,18.444705990,18.346169209,77.450935904,-2569.905,5382.53,13667.63,1345.63,3416.91,0.133,-1.603,9.895,0.996174340,0.002362341,-0.013835343,0.086253890,3394507.047,3391937.142,668275587,15
ROVER,3,188,-1,5.625,2.989,0.020,1093305.320,4354497.075,18.444722039,18.346169209,77.450938891,-2569.930,5378.72,13668.30,1344.68,3417.07,0.542,-1.567,9.838,0.996207000,0.005881000,-0.013222000,0.085803000,3394507.047,3391937.117,668275624,15
ROVER,3,194,-1,5.625,2.989,0.020,1093305.320,4354497.075,18.444722039,18.346169209,77.450938891,-2569.930,5378.72,13668.30,1344.68,3417.07,0.603,-1.292,-0.216,0.999920960,0.005236743,-0.011281998,-0.001827778,3394507.047,3391937.117,668276280,15
ROVER,3,202,-1,6.591,2.983,0.025,1093306.286,4354497.069,18.444738343,18.346169209,77.450938788,-2569.935,5374.86,13668.28,1343.71,3417.07,1.120,-0.657,-0.648,0.999920100,0.009741363,-0.005785666,-0.005600294,3394507.040,3391937.104,668276319,15
ROVER,3,208,-1,7.558,2.988,0.032,1093307.253,4354497.074,18.444754647,18.346169209,77.450938871,-2569.942,5370.99,13668.30,1342.75,3417.07,0.987,-0.902,-0.572,0.999919800,0.008574509,-0.007917945,-0.004927191,3394507.040,3391937.098,668276346,15
ROVER,3,214,-1,8.524,2.993,0.045,1093308.219,4354497.079,18.444770949,18.346169209,77.450938963,-2569.955,5367.12,13668.32,1341.78,3417.08,0.687,-1.395,-0.311,0.999904450,0.005958584,-0.012188714,-0.002639319,3394507.032,3391937.077,668276376,15
ROVER,3,220,-1,9.490,3.004,0.053,1093309.185,4354497.090,18.444787253,18.346169209,77.450939151,-2569.963,5363.26,13668.36,1340.81,3417.09,0.487,-0.491,-0.286,0.999978700,0.004236846,-0.004298265,-0.002475618,3394507.032,3391937.069,668276405,15
ROVER,3,226,-1,10.457,3.013,0.046,1093310.152,4354497.099,18.444803556,18.346169209,77.450939321,-2569.956,5359.39,13668.40,1339.85,3417.10,0.742,0.029,-0.327,0.999974900,0.006478730,0.000236209,-0.002857038,3394507.024,3391937.068,668276432,15
ROVER,3,232,-1,11.423,3.020,0.045,1093311.118,4354497.106,18.444819859,18.346169209,77.450939452,-2569.955,5355.53,13668.43,1338.88,3417.11,0.772,-0.524,-0.403,0.999960700,0.006723834,-0.004596830,-0.003489884,3394507.024,3391937.070,668276462,15
ROVER,3,238,-1,12.389,3.025,0.041,1093312.084,4354497.111,18.444836164,18.346169209,77.450939537,-2569.951,5351.66,13668.44,1337.92,3417.11,0.874,-0.332,-0.453,0.999959000,0.007616652,-0.002925279,-0.003931148,3394507.017,3391937.066,668276490,15
ROVER,3,244,-1,13.356,3.025,0.033,1093313.051,4354497.111,18.444852467,18.346169209,77.450939541,-2569.943,5347.80,13668.45,1336.95,3417.11,1.748,0.780,-1.281,0.999796800,0.015332603,0.006630923,-0.011283384,3394507.017,3391937.074,668276519,15
ROVER,3,250,-1,14.322,3.027,0.028,1093314.017,4354497.113,18.444868770,18.346169209,77.450939568,-2569.938,5343.93,13668.45,1335.98,3417.11,0.857,-0.107,-0.642,0.999955950,0.007469830,-0.000975522,-0.005599520,3394507.009,3391937.071,668276551,15
ROVER,3,256,-1,15.289,3.031,0.027,1093314.984,4354497.117,18.444885074,18.346169209,77.450939636,-2569.937,5340.07,13668.47,1335.02,3417.12,0.175,0.298,-0.360,0.999990460,0.001538789,0.002599087,-0.003146260,3394507.009,3391937.072,668276579,15
ROVER,3,262,-1,16.255,3.034,0.020,1093315.950,4354497.120,18.444901377,18.346169209,77.450939686,-2569.930,5336.20,13668.48,1334.05,3417.12,0.707,-0.237,-1.211,0.999923100,0.006146578,-0.002132539,-0.010558621,3394507.001,3391937.071,668276608,15
ROVER,3,268,-1,17.221,3.027,0.020,1093316.916,4354497.113,18.444917680,18.346169209,77.450939574,-2569.930,5332.33,13668.45,1333.08,3417.11,0.720,-0.956,-1.191,0.999892060,0.006193808,-0.008405417,-0.010338651,3394506.994,3391937.063,668276637,15
ROVER,3,274,-1,18.188,3.022,0.023,1093317.883,4354497.108,18.444933985,18.346169209,77.450939484,-2569.933,5328.47,13668.43,1332.12,3417.11,0.193,-0.279,-0.809,0.999970730,0.001662829,-0.002446766,-0.007055193,3394506.994,3391937.060,668276665,15
ROVER,3,280,-1,19.154,3.020,0.026,1093318.849,4354497.106,18.444950289,18.346169209,77.450939441,-2569.936,5324.60,13668.42,1331.15,3417.11,0.259,-0.758,-1.057,0.999933200,0.002195518,-0.006635988,-0.009207137,3394506.986,3391937.050,668276695,15
ROVER,3,286,-1,19.154,3.020,0.026,1093318.849,4354497.106,18.444950289,18.346169209,77.450939441,-2569.936,5324.60,13668.42,1331.15,3417.11,-0.138,-0.424,5.037,0.999026660,-0.001037542,-0.003750711,0.043938674,3394506.986,3391937.050,668276715,15
ROVER,3,292,-1,20.061,3.115,0.030,1093319.756,4354497.201,18.444965591,18.346169209,77.450941133,-2569.940,5320.98,13668.80,1330.24,3417.20,-0.390,-0.910,5.099,0.998974100,-0.003047408,-0.008084177,0.044453780,3394506.986,3391937.046,668276750,15
ROVER,3,298,-1,20.061,3.115,0.030,1093319.756,4354497.201,18.444965591,18.346169209,77.450941133,-2569.940,5320.98,13668.80,1330.24,3417.20,-0.088,-1.498,26.524,0.973249400,0.002249951,-0.012898327,0.229378010,3394506.986,3391937.046,668276791,15
ROVER,3,304,-1,20.924,3.549,0.046,1093320.619,4354497.635,18.444980154,18.346169209,77.450948857,-2569.956,5317.52,13670.54,1329.38,3417.64,-0.036,-0.871,25.586,0.975147840,0.001373381,-0.007480110,0.221424560,3394506.978,3391937.023,668276829,15
ROVER,3,310,-1,21.787,3.985,0.052,1093321.482,4354498.071,18.444994704,18.346169209,77.450956612,-2569.962,5314.07,13672.28,1328.52,3418.07,0.411,-0.804,26.062,0.974213200,0.005077426,-0.006025765,0.225491970,3394506.978,3391937.016,668276857,15
ROVER,3,316,-1,22.648,4.425,0.050,1093322.343,4354498.511,18.445009223,18.346169209,77.450964431,-2569.960,5310.63,13674.04,1327.66,3418.51,0.203,-0.190,26.260,0.973854200,0.002101008,-0.001212681,0.227161140,3394506.968,3391937.008,668276886,15
ROVER,3,322,-1,23.510,4.860,0.043,1093323.205,4354498.946,18.445023781,18.346169209,77.450972168,-2569.953,5307.18,13675.78,1326.79,3418.95,0.345,-0.345,25.623,0.975094600,0.003606748,-0.002268372,0.221748400,3394506.968,3391937.015,668276914,15
ROVER,3,328,-1,24.376,5.289,0.051,1093324.071,4354499.375,18.445038391,18.346169209,77.450979796,-2569.961,5303.71,13677.50,1325.93,3419.37,0.145,-0.463,25.247,0.975817700,0.002117361,-0.003666799,0.218545120,3394506.960,3391936.999,668276943,15
ROVER,3,334,-1,25.244,5.714,0.051,1093324.939,4354499.800,18.445053033,18.346169209,77.450987359,-2569.961,5300.24,13679.20,1325.06,3419.80,0.766,0.271,25.408,0.975498000,0.006003645,0.003781269,0.219893630,3394506.960,3391937.000,668276976,15
ROVER,3,340,-1,25.868,6.019,0.040,1093325.563,4354500.105,18.445063551,18.346169209,77.450992779,-2569.950,5297.75,13680.42,1324.44,3420.10,0.876,0.272,25.196,0.975897670,0.006942095,0.003982680,0.218081880,3394506.958,3391937.007,668277001,15
ROVER,3,346,-1,25.868,6.019,0.040,1093325.563,4354500.105,18.445063551,18.346169209,77.450992779,-2569.950,5297.75,13680.42,1324.44,3420.10,0.768,0.504,27.677,0.970949000,0.005456000,0.005872000,0.239152000,3394506.958,3391937.007,668277016,15
ROVER,3,352,-1,26.715,6.481,0.033,1093326.410,4354500.567,18.445077851,18.346169209,77.451001008,-2569.943,5294.36,13682.27,1323.59,3420.57,0.886,-0.183,27.671,0.970952800,0.007887770,0.000299552,0.239140850,3394506.950,3391937.007,668277104,15
ROVER,3,358,-1,27.563,6.945,0.035,1093327.258,4354501.031,18.445092153,18.346169209,77.451009260,-2569.945,5290.97,13684.12,1322.74,3421.03,0.770,-0.573,27.828,0.970616640,0.007723060,-0.003236519,0.240485410,3394506.950,3391937.006,668277133,15
ROVER,3,364,-1,28.409,7.412,0.037,1093328.104,4354501.498,18.445106429,18.346169209,77.451017564,-2569.947,5287.58,13685.99,1321.90,3421.50,0.941,-0.300,28.058,0.970132470,0.008600257,-0.000552840,0.242422690,3394506.942,3391936.996,668277162,15
ROVER,3,370,-1,29.257,7.877,0.032,1093328.952,4354501.963,18.445120727,18.346169209,77.451025825,-2569.942,5284.19,13687.85,1321.05,3421.96,1.105,0.143,27.911,0.970440200,0.009059643,0.003532836,0.241145770,3394506.940,3391936.998,668277190,15
ROVER,3,376,-1,30.106,8.338,0.025,1093329.801,4354502.424,18.445135052,18.346169209,77.451034032,-2569.935,5280.80,13689.70,1320.20,3422.42,1.179,0.174,27.361,0.971581800,0.009637220,0.003905791,0.236475540,3394506.932,3391936.997,668277222,15
ROVER,3,382,-1,30.106,8.338,0.025,1093329.801,4354502.424,18.445135052,18.346169209,77.451034032,-2569.935,5280.80,13689.70,1320.20,3422.42,1.552,-1.730,89.879,0.707561430,0.020253520,-0.001120180,0.706360640,3394506.932,3391936.997,668279705,15
ROVER,3,386,-1,30.106,8.338,0.025,1093329.801,4354502.424,18.445135052,18.346169209,77.451034032,-2569.935,5280.80,13689.70,1320.20,3422.42,1.538,-1.797,88.389,0.716676500,0.020550711,-0.001887023,0.697100400,3394506.932,3391936.997,668279724,15
ROVER,3,392,-1,30.106,8.338,0.025,1093329.801,4354502.424,18.445135052,18.346169209,77.451034032,-2569.935,5280.80,13689.70,1320.20,3422.42,1.473,-0.087,73.065,0.803447000,0.010781290,0.007044572,0.595236960,3394506.932,3391936.997,668365999,16
ROVER,3,398,-1,30.416,9.295,0.018,1093330.111,4354503.381,18.445140284,18.346169209,77.451051062,-2569.928,5279.56,13693.53,1319.89,3423.38,1.305,0.586,72.746,0.805145400,0.006139731,0.010873076,0.592946000,3394506.930,3391937.002,668366038,16
ROVER,3,404,-1,30.728,10.252,0.020,1093330.423,4354504.338,18.445145551,18.346169209,77.451068079,-2569.930,5278.31,13697.35,1319.58,3424.34,0.048,-0.281,73.165,0.802998200,0.001798564,-0.001724214,0.595976300,3394506.930,3391936.999,668366066,16
ROVER,3,410,-1,31.034,11.211,0.021,1093330.729,4354505.297,18.445150716,18.346169209,77.451085131,-2569.931,5277.08,13701.19,1319.27,3425.30,-0.100,-0.131,73.256,0.802524800,-0.000014091,-0.001437401,0.596617040,3394506.927,3391936.997,668366095,16
ROVER,3,416,-1,31.348,12.167,0.010,1093331.043,4354506.253,18.445156000,18.346169209,77.451102140,-2569.920,5275.83,13705.01,1318.96,3426.25,-0.221,1.627,72.423,0.806741950,-0.009941232,0.010317483,0.590730200,3394506.927,3391937.008,668366124,16
ROVER,3,422,-1,31.665,13.122,-0.015,1093331.360,4354507.208,18.445161360,18.346169209,77.451119118,-2569.895,5274.56,13708.83,1318.64,3427.21,-0.120,0.255,72.475,0.806568300,-0.002161910,0.001178883,0.591135740,3394506.917,3391937.022,668366152,16
ROVER,3,428,-1,31.981,14.077,-0.019,1093331.676,4354508.163,18.445166688,18.346169209,77.451136115,-2569.891,5273.30,13712.65,1318.32,3428.16,-0.065,0.661,72.788,0.804938600,-0.003876051,0.004303938,0.593329850,3394506.917,3391937.026,668366181,16
ROVER,3,434,-1,32.300,15.032,-0.033,1093331.995,4354509.118,18.445172060,18.346169209,77.451153093,-2569.877,5272.02,13716.47,1318.01,3429.12,0.090,0.982,72.282,0.807543160,-0.004417956,0.007384085,0.589745700,3394506.915,3391937.037,668366210,16
ROVER,3,440,-1,32.623,15.985,-0.062,1093332.318,4354510.071,18.445177509,18.346169209,77.451170039,-2569.848,5270.73,13720.28,1317.68,3430.07,0.362,1.762,72.186,0.807993230,-0.006502750,0.014285890,0.588982640,3394506.915,3391937.067,668366238,16
ROVER,3,446,-1,32.945,16.937,-0.105,1093332.640,4354511.023,18.445182949,18.346169209,77.451186978,-2569.805,5269.44,13724.09,1317.36,3431.02,-0.054,2.331,72.168,0.807981400,-0.012357241,0.016162897,0.588856640,3394506.912,3391937.107,668366269,16
ROVER,3,452,-1,33.270,17.889,-0.137,1093332.965,4354511.975,18.445188426,18.346169209,77.451203912,-2569.773,5268.14,13727.90,1317.04,3431.98,-0.100,0.993,72.399,0.806932900,-0.005825809,0.006478161,0.590578850,3394506.910,3391937.136,668366298,16
ROVER,3,458,-1,33.595,18.841,-0.165,1093333.290,4354512.927,18.445193917,18.346169209,77.451220842,-2569.745,5266.84,13731.71,1316.71,3432.93,0.381,2.116,71.598,0.810965800,-0.008102623,0.016924988,0.584792600,3394506.902,3391937.157,668366327,16
ROVER,3,464,-1,33.929,19.790,-0.204,1093333.624,4354513.876,18.445199550,18.346169209,77.451237715,-2569.706,5265.50,13735.50,1316.38,3433.88,0.721,1.910,71.437,0.811826500,-0.004623429,0.017200168,0.583627000,3394506.900,3391937.194,668366355,16
ROVER,3,470,-1,34.263,20.738,-0.234,1093333.958,4354514.824,18.445205187,18.346169209,77.451254591,-2569.676,5264.17,13739.30,1316.04,3434.82,0.834,1.039,71.595,0.811074800,0.000598481,0.011607311,0.584826950,3394506.900,3391937.224,668366384,16
ROVER,3,476,-1,34.263,20.738,-0.234,1093333.958,4354514.824,18.445205187,18.346169209,77.451254591,-2569.676,5264.17,13739.30,1316.04,3434.82,1.092,0.891,78.284,0.775570200,0.002484598,0.012042989,0.631141540,3394506.900,3391937.224,668366403,16
ROVER,3,482,-1,34.488,21.719,-0.250,1093334.183,4354515.805,18.445208971,18.346169209,77.451272040,-2569.660,5263.27,13743.22,1315.82,3435.81,0.351,0.609,78.089,0.776650800,-0.000970201,0.006061406,0.629901470,3394506.897,3391937.237,668366440,16
ROVER,3,488,-1,34.548,21.982,-0.253,1093334.243,4354516.068,18.445209993,18.346169209,77.451276710,-2569.657,5263.03,13744.27,1315.76,3436.07,0.456,0.372,78.085,0.776679040,0.001043503,0.005024619,0.629875660,3394506.897,3391937.240,668366454,16
ROVER,3,494,-1,34.548,21.982,-0.253,1093334.243,4354516.068,18.445209993,18.346169209,77.451276710,-2569.657,5263.03,13744.27,1315.76,3436.07,0.851,0.203,72.567,0.806081500,0.004939574,0.005824006,0.591755300,3394506.897,3391937.240,668366482,16
ROVER,3,500,-1,34.864,22.938,-0.265,1093334.559,4354517.024,18.445215318,18.346169209,77.451293706,-2569.645,5261.77,13748.09,1315.44,3437.02,0.663,0.251,72.521,0.806326450,0.003369791,0.005187521,0.591438400,3394506.897,3391937.252,668366520,16
ROVER,3,506,-1,35.180,23.893,-0.282,1093334.875,4354517.979,18.445220649,18.346169209,77.451310699,-2569.628,5260.50,13751.92,1315.13,3437.98,-0.172,1.141,72.747,0.805120050,-0.007113839,0.007130824,0.593026340,3394506.895,3391937.266,668366549,16
ROVER,3,512,-1,35.491,24.850,-0.310,1093335.186,4354518.936,18.445225898,18.346169209,77.451327714,-2569.600,5259.26,13755.74,1314.81,3438.94,-1.061,2.566,73.352,0.801668300,-0.020792281,0.012428678,0.597278200,3394506.885,3391937.285,668366577,16
ROVER,3,518,-1,35.792,25.809,-0.356,1093335.487,4354519.895,18.445230971,18.346169209,77.451344776,-2569.554,5258.05,13759.58,1314.51,3439.89,-1.249,3.203,73.834,0.798961640,-0.025493069,0.015800836,0.600633600,3394506.885,3391937.331,668366606,16
ROVER,3,524,-1,36.087,26.770,-0.394,1093335.782,4354520.856,18.445235951,18.346169209,77.451361875,-2569.516,5256.87,13763.42,1314.22,3440.86,-0.817,2.008,74.094,0.797922100,-0.016241854,0.009691725,0.602463800,3394506.882,3391937.367,668366635,16
ROVER,3,530,-1,36.384,27.731,-0.426,1093336.079,4354521.817,18.445240968,18.346169209,77.451378966,-2569.484,5255.68,13767.27,1313.92,3441.82,-0.454,2.013,73.908,0.798944950,-0.013724960,0.011651140,0.601134600,3394506.882,3391937.398,668366663,16
ROVER,3,536,-1,36.675,28.694,-0.469,1093336.370,4354522.780,18.445245877,18.346169209,77.451396084,-2569.441,5254.52,13771.12,1313.63,3442.78,-0.329,2.603,74.556,0.795459300,-0.016038677,0.016338183,0.605574400,3394506.880,3391937.438,668366692,16
ROVER,3,542,-1,36.675,28.694,-0.469,1093336.370,4354522.780,18.445245877,18.346169209,77.451396084,-2569.441,5254.52,13771.12,1313.63,3442.78,-0.365,2.520,71.497,0.811350170,-0.015431066,0.015983349,0.584138100,3394506.880,3391937.438,668366710,16
ROVER,3,548,-1,37.015,29.640,-0.506,1093336.710,4354523.726,18.445251612,18.346169209,77.451412918,-2569.404,5253.16,13774.90,1313.29,3443.73,-0.351,1.262,71.571,0.811139000,-0.008926000,0.007139000,0.584742000,3394506.873,3391937.469,668366746,16
ROVER,3,554,-1,37.348,30.589,-0.530,1093337.043,4354524.675,18.445257222,18.346169209,77.451429794,-2569.380,5251.83,13778.70,1312.96,3444.67,-0.440,0.890,71.835,0.809816840,-0.007664766,0.004042200,0.586618800,3394506.870,3391937.490,668366828,16
ROVER,3,560,-1,37.677,31.540,-0.552,1093337.372,4354525.626,18.445262772,18.346169209,77.451446706,-2569.358,5250.51,13782.50,1312.63,3445.63,-0.682,1.289,71.856,0.809651000,-0.011419525,0.005620873,0.586773600,3394506.867,3391937.509,668366856,16
